,meter_sale_price,procedure_area,rooms_en,floor_bin,swimming_pool,balcony,elevator,metro,has_parking,area_name_en,instance_date
169371,16376.76,64.68,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-11-27
198935,12347.55,53.95,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2023-04-17
296080,8187.19,132.06,2 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-11-15
52931,13258.65,75.43,1 B/R,Below 1st floor,1,1,1,1,1,Al Barsha South Fifth,2023-11-21
68719,21124.6,40.21,Studio,Below 1st floor,1,1,1,1,1,Al Barsha South Fifth,2023-10-24
149989,17010.31,77.6,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-04-28
149983,18699.33,69.02,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-07-09
145645,19244.23,60.03,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-09-02
140187,13517.32,99.53,2 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-04-30
281495,15079.79,37.6,Studio,31-40,1,1,1,1,1,Al Barsha South Fifth,2023-04-26
69081,12111.48,143.7,2 B/R,Below 1st floor,1,1,1,1,1,Al Barsha South Fifth,2024-02-06
159771,11663.75,90.17,2 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-06-12
274839,11292.74,66.68,1 B/R,Below 1st floor,1,1,1,1,1,Al Barsha South Fifth,2024-01-16
194081,15014.88,53.78,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2023-05-17
145016,15756.8,51.87,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-10-24
45845,19899.66,29.42,Studio,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-01-27
18796,18433.79,136.38,3 B/R,31-40,1,1,1,1,1,Al Barsha South Fifth,2023-09-11
226699,9308.1,96.69,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-07-01
125230,6071.34,39.53,Studio,11-20,1,1,1,1,1,Al Barsha South Fifth,2023-04-12
18788,16774.78,109.45,2 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-08-01
257198,19334.7,65.56,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-07-22
31050,10251.5,36.58,Studio,21-30,1,0,1,1,1,Al Barsha South Fifth,2022-11-09
95739,16008.72,68.09,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-06-25
59732,11251.69,51.6,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-01-20
252489,14709.68,37.51,Studio,31-40,1,1,1,1,1,Al Barsha South Fifth,2024-08-14
252471,15275.7,52.38,Studio,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-12-16
291140,13059.29,36.06,Studio,1-10,0,1,1,1,1,Al Barsha South Fifth,2023-01-10
157414,15205.06,39.94,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-01-06
30876,10511.1,76.11,1 B/R,Below 1st floor,1,1,1,1,1,Al Barsha South Fifth,2025-02-26
163418,10763.85,65.17,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-04-24
259073,14050.76,63.29,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-11-11
169319,20160.52,35.44,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-09-10
140193,4398.83,71.61,1 B/R,11-20,0,1,1,1,1,Al Barsha South Fifth,2023-08-29
47882,17124.32,47.0,Studio,Below 1st floor,1,1,1,1,1,Al Barsha South Fifth,2023-09-07
85790,19895.34,29.62,Studio,31-40,1,1,1,1,1,Al Barsha South Fifth,2024-11-22
158585,10763.95,78.67,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-07-28
31426,15044.83,53.98,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-12-12
35943,16428.66,55.45,1 B/R,31-40,1,1,1,1,1,Al Barsha South Fifth,2024-12-09
227970,13394.42,128.56,2 B/R,Below 1st floor,1,1,1,1,1,Al Barsha South Fifth,2023-04-11
301361,14908.32,70.08,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-04-22
35957,16581.77,82.46,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-09-03
65967,9072.39,103.06,2 B/R,1-10,0,1,1,1,1,Al Barsha South Fifth,2024-06-05
174188,12537.85,58.12,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-11-06
216385,6732.21,140.37,2 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-09-09
308519,16416.9,78.82,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-10-11
145044,15486.69,72.27,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-12-05
13708,17876.54,81.0,1 B/R,41-50,1,1,1,1,1,Al Barsha South Fifth,2024-03-15
120319,13973.01,57.79,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-09-25
95751,14854.18,61.79,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-06-14
267107,14062.7,77.51,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2023-06-05
33676,19783.52,70.49,1 B/R,31-40,1,1,1,1,1,Al Barsha South Fifth,2023-08-10
262056,18760.03,30.55,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-05-23
235619,23339.54,32.22,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2023-10-12
181997,17831.81,78.96,1 B/R,Below 1st floor,1,1,1,1,1,Al Barsha South Fifth,2023-10-18
86250,13393.2,77.15,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-07-26
66541,20463.02,34.29,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-09-10
105809,9761.63,44.05,Studio,21-30,1,1,1,1,1,Al Barsha South Fifth,2024-07-11
145048,16031.48,68.23,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2023-10-04
5968,4373.18,102.9,2 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-05-22
85940,10361.82,54.32,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-12-25
206358,21716.42,40.2,Studio,21-30,1,1,1,1,1,Al Barsha South Fifth,2024-11-18
48641,21808.87,32.23,Studio,51-60,1,1,1,1,1,Al Barsha South Fifth,2023-08-23
71070,14816.98,81.39,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2023-08-31
25927,16965.47,51.81,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-08-11
115906,15164.41,68.14,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-05-21
227992,15252.97,54.75,1 B/R,21-30,1,1,1,1,1,Al Barsha South Fifth,2023-11-20
296060,14677.59,67.15,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-09-12
45896,16177.33,55.14,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-04-17
308521,20183.06,42.61,Studio,11-20,1,1,1,1,1,Al Barsha South Fifth,2023-11-23
130981,15469.02,111.19,2 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-06-09
189162,15340.98,87.13,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-01-14
174197,16503.77,62.63,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-08-15
95772,12206.26,36.28,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2023-07-03
26482,18755.84,34.33,Studio,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-03-28
6086,8286.04,44.05,Studio,21-30,1,1,1,1,1,Al Barsha South Fifth,2023-11-27
135146,6945.42,71.27,1 B/R,11-20,0,1,1,1,1,Al Barsha South Fifth,2022-04-12
179255,14632.58,76.42,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-09-24
45862,12690.86,60.91,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-05-27
23774,20582.02,42.61,Studio,11-20,1,1,1,1,1,Al Barsha South Fifth,2023-08-22
120360,12884.4,53.78,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-11-11
159896,9675.64,54.26,Studio,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-08-29
875,10560.41,65.17,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2022-11-07
159745,18712.31,29.89,Studio,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-12-09
198936,12454.93,36.28,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-01-23
80850,11153.02,51.79,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2022-11-08
33675,18896.3,70.49,1 B/R,31-40,1,1,1,1,1,Al Barsha South Fifth,2023-08-17
135153,13828.63,36.88,Studio,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-04-17
5967,8004.69,102.44,2 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-02-19
213970,19001.58,60.16,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-05-07
266944,13837.7,121.35,2 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-05-26
130247,10877.81,39.53,Studio,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-07-24
63765,18438.1,78.75,1 B/R,41-50,1,1,1,1,1,Al Barsha South Fifth,2024-02-26
95736,14248.07,64.35,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-04-30
140907,15736.47,71.49,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-06-17
45874,7250.9,41.65,Studio,11-20,1,1,1,1,1,Al Barsha South Fifth,2022-04-05
57888,12567.93,102.35,2 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-11-28
125205,13005.16,46.52,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-09-03
169321,18226.61,51.9,1 B/R,31-40,1,1,1,1,1,Al Barsha South Fifth,2024-12-06
257210,10851.08,99.8,2 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-05-05
80878,10457.01,38.73,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2023-06-09
18794,18683.5,70.49,1 B/R,31-40,1,1,1,1,1,Al Barsha South Fifth,2023-08-09
252486,10963.04,91.3,2 B/R,21-30,1,1,1,1,1,Al Barsha South Fifth,2024-06-24
281494,14494.93,37.67,Studio,31-40,1,1,1,1,1,Al Barsha South Fifth,2024-11-14
192059,17440.83,44.7,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-04-24
151834,14850.95,62.12,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-06-23
252447,15401.56,85.66,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-08-15
267689,12971.38,74.78,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-08-18
145565,16267.15,53.6,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-10-10
167606,19519.89,40.07,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-08-20
252428,19061.01,29.42,Studio,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-06-20
247515,20680.27,137.07,2 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-06-13
209331,6859.89,116.62,2 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-04-21
114487,16193.15,82.01,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-08-27
276618,21214.24,28.79,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-12-06
120322,15858.71,40.06,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-10-15
85792,11153.02,78.87,1 B/R,11-20,0,1,1,1,1,Al Barsha South Fifth,2023-05-15
21073,12777.03,36.28,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-11-06
65930,12607.49,86.38,2 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-05-13
265161,15187.43,83.48,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-08-25
194074,7312.35,103.25,2 B/R,11-20,0,1,1,1,1,Al Barsha South Fifth,2024-02-02
78755,17365.23,136.71,3 B/R,21-30,1,1,1,1,1,Al Barsha South Fifth,2023-09-07
45897,15952.56,67.84,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-05-13
105630,19956.29,116.25,2 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-12-23
135152,12997.42,36.36,Studio,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-05-22
237785,16091.36,38.53,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-10-14
243257,14901.06,53.98,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-12-09
65961,20889.49,44.52,1 B/R,21-30,1,1,1,1,1,Al Barsha South Fifth,2025-05-28
55923,12025.48,36.89,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-11-18
296061,12475.91,84.18,1 B/R,Below 1st floor,1,1,1,1,1,Al Barsha South Fifth,2023-10-03
199033,4436.64,43.64,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2023-11-29
130227,11759.56,68.93,1 B/R,1-10,0,1,1,1,1,Al Barsha South Fifth,2022-12-06
166403,16580.16,34.58,Studio,21-30,1,1,1,1,1,Al Barsha South Fifth,2024-11-22
262105,11059.1,91.3,2 B/R,21-30,1,1,1,1,1,Al Barsha South Fifth,2024-02-29
86295,17208.04,58.82,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-11-19
1639,9142.98,162.7,3 B/R,Below 1st floor,1,1,1,1,1,Al Barsha South Fifth,2024-06-11
228154,11455.32,93.44,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2023-05-08
65971,10141.53,74.4,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2022-12-06
221811,11165.64,40.75,Studio,1-10,1,0,1,1,1,Al Barsha South Fifth,2024-01-29
267391,14154.04,79.85,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-07-30
3644,9473.68,7.6,1 B/R,Below 1st floor,1,1,0,1,1,Al Barsha South Fifth,2025-09-03
300863,15274.66,68.93,1 B/R,1-10,0,1,1,1,1,Al Barsha South Fifth,2024-07-09
310771,13569.44,85.9,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2023-05-08
290204,16921.15,79.9,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-08-15
216940,6049.05,82.73,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2023-08-21
198899,14256.38,57.79,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-11-18
114143,14585.09,73.93,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-05-05
174224,20270.99,30.06,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-08-13
159737,17943.26,29.75,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-07-14
83548,21040.24,42.49,Studio,21-30,1,1,1,1,1,Al Barsha South Fifth,2024-02-21
247521,17111.79,52.42,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-12-09
70937,15142.57,57.98,1 B/R,21-30,1,1,1,1,1,Al Barsha South Fifth,2024-05-31
169366,12002.84,53.78,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2023-03-30
75905,11700.75,54.6,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2022-10-13
50911,7482.28,76.18,1 B/R,21-30,0,1,1,1,1,Al Barsha South Fifth,2024-05-24
194035,11218.61,60.45,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-02-19
85803,17040.39,81.76,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-09-03
293716,16259.96,39.94,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-10-04
123013,17777.61,136.38,3 B/R,31-40,1,1,1,1,1,Al Barsha South Fifth,2025-06-03
54603,8304.25,134.07,2 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-05-10
156818,20216.82,34.13,Studio,Below 1st floor,1,1,1,1,1,Al Barsha South Fifth,2023-04-12
80863,8641.87,118.03,1 B/R,Below 1st floor,1,1,1,1,1,Al Barsha South Fifth,2022-06-06
63165,8727.36,96.36,2 B/R,Below 1st floor,1,1,1,1,1,Al Barsha South Fifth,2022-07-19
140174,16394.98,39.05,Studio,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-09-25
115499,13098.15,114.52,2 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-10-03
80839,19363.12,110.4,2 B/R,21-30,1,1,1,1,1,Al Barsha South Fifth,2024-11-29
223034,16500.27,37.18,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-07-19
154860,14561.34,57.79,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-10-07
115500,14544.96,69.15,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-09-03
262630,20646.19,35.31,Studio,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-08-07
252483,12562.29,36.89,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-11-13
88770,12561.54,123.7,2 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-04-23
118020,13490.09,112.31,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-07-12
184167,16992.45,29.44,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-11-04
154896,17088.79,31.3,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2023-08-28
169368,10522.27,91.52,2 B/R,21-30,1,1,1,1,1,Al Barsha South Fifth,2024-11-19
232922,15101.19,79.28,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-02-06
242722,15689.37,81.84,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-06-13
279632,11759.95,74.15,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-01-16
208546,18879.93,29.89,Studio,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-12-09
189185,19119.07,41.32,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-09-04
68931,17829.39,42.7,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-05-19
157763,17214.78,44.8,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-08-26
135122,14803.85,108.08,2 B/R,Below 1st floor,1,1,1,1,1,Al Barsha South Fifth,2025-01-07
182844,14316.01,83.78,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-04-02
23618,13416.47,97.59,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-10-31
125928,9142.96,113.76,2 B/R,Below 1st floor,1,1,1,1,1,Al Barsha South Fifth,2024-06-11
110706,6685.69,49.06,Studio,11-20,1,1,1,1,1,Al Barsha South Fifth,2023-08-21
125350,9628.42,42.79,Studio,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-06-04
281457,20067.92,47.38,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-08-19
147829,18930.93,78.76,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2023-11-15
77897,14037.2,67.6,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-12-09
262067,19017.02,28.79,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-10-21
135108,16153.63,60.56,1 B/R,21-30,1,1,1,1,1,Al Barsha South Fifth,2024-11-14
296066,12081.38,63.9,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-11-12
140168,10895.03,85.36,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2023-05-15
266910,18966.67,29.73,Studio,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-07-21
170060,9143.02,90.96,2 B/R,Below 1st floor,1,1,1,1,1,Al Barsha South Fifth,2024-06-11
184166,19928.61,29.75,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-12-24
276612,7707.06,87.26,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2022-09-14
114303,15447.71,80.74,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-04-17
174207,10775.23,65.17,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2023-02-03
271787,19821.34,30.28,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-12-09
301362,15585.0,70.08,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-07-26
252452,15236.81,57.79,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-08-19
159793,15641.84,65.16,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-10-02
223173,6904.07,41.28,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2022-11-07
225091,12698.41,63.0,1 B/R,Below 1st floor,1,1,1,1,1,Al Barsha South Fifth,2024-01-01
25920,9921.14,39.31,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-04-23
95710,18934.99,29.44,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-05-07
182926,7835.7,87.74,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-04-03
905,15176.87,79.28,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-09-03
51036,3467.26,49.03,Studio,11-20,1,1,1,1,1,Al Barsha South Fifth,2022-08-17
65927,11877.16,57.96,1 B/R,21-30,0,1,1,1,1,Al Barsha South Fifth,2025-05-28
250183,8474.02,40.38,Studio,1-10,1,1,0,1,1,Al Barsha South Fifth,2024-12-30
223171,8065.34,43.37,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-05-21
13707,17166.88,100.13,2 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2023-09-18
204224,16206.13,53.98,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-11-20
164544,7841.12,124.37,2 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-03-26
130237,18451.63,61.47,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-06-12
248295,13041.45,107.35,2 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-04-17
113293,16946.18,99.41,2 B/R,21-30,1,1,1,1,1,Al Barsha South Fifth,2023-09-26
169367,12991.76,36.28,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2023-05-11
120341,10902.37,69.94,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-09-03
194073,9200.97,103.25,2 B/R,11-20,0,1,1,1,1,Al Barsha South Fifth,2025-06-25
281474,13327.44,60.21,1 B/R,21-30,1,1,1,1,1,Al Barsha South Fifth,2023-09-20
159741,19424.67,28.78,Studio,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-12-02
286350,21751.5,30.27,Studio,21-30,1,1,1,1,1,Al Barsha South Fifth,2024-10-28
75913,9506.87,146.21,2 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2023-04-07
80902,14497.22,114.52,2 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-12-05
41437,15303.34,118.07,2 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-08-22
863,11573.88,78.87,1 B/R,11-20,0,1,1,1,1,Al Barsha South Fifth,2023-03-27
184211,13545.57,57.43,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-08-09
150160,8632.13,117.64,1 B/R,Below 1st floor,1,1,1,1,1,Al Barsha South Fifth,2023-05-24
194068,12498.33,75.01,1 B/R,21-30,1,1,1,1,1,Al Barsha South Fifth,2025-07-24
80900,15726.17,65.01,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-02-06
99571,11121.86,33.07,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-05-26
55865,18044.65,29.92,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-11-27
70896,16229.09,137.07,2 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-12-09
21043,10519.27,104.57,2 B/R,Below 1st floor,1,1,1,1,1,Al Barsha South Fifth,2024-12-23
133822,14073.23,43.7,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-01-21
98528,21638.45,40.16,Studio,31-40,1,1,1,1,1,Al Barsha South Fifth,2023-08-24
75914,10114.42,139.84,2 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-02-13
242760,11918.07,92.98,2 B/R,31-40,1,1,1,1,1,Al Barsha South Fifth,2024-11-13
218367,8611.12,54.13,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2023-12-27
296189,8884.64,36.58,Studio,21-30,1,0,1,1,1,Al Barsha South Fifth,2023-05-04
21039,5005.26,49.15,Studio,Below 1st floor,1,1,1,1,1,Al Barsha South Fifth,2023-04-10
191848,22065.4,42.51,Studio,41-50,1,1,1,1,1,Al Barsha South Fifth,2023-09-13
130815,16763.17,55.83,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-03-12
10937,16087.77,61.16,1 B/R,21-30,1,1,1,1,1,Al Barsha South Fifth,2025-02-28
154885,11766.52,99.54,2 B/R,21-30,1,1,1,1,1,Al Barsha South Fifth,2025-05-08
157571,18894.63,40.24,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-07-19
268808,14257.61,63.29,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-08-06
203715,8667.02,50.41,Studio,1-10,1,0,1,1,1,Al Barsha South Fifth,2022-09-14
51414,15940.56,53.57,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-10-29
158583,10763.86,51.41,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-08-26
142311,8087.67,142.81,2 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-10-21
45886,16019.26,95.51,2 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-05-28
10918,9469.7,147.84,2 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2025-08-04
45895,15151.52,64.68,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-11-01
861,11406.77,87.13,2 B/R,11-20,0,1,1,1,1,Al Barsha South Fifth,2023-02-23
99484,6117.09,116.72,2 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2022-06-24
266941,15728.8,72.27,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-08-13
85782,19663.78,81.64,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-09-19
90717,17824.43,28.82,Studio,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-06-07
247556,15465.5,81.83,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-04-09
31047,3859.25,44.05,Studio,21-30,1,1,1,1,1,Al Barsha South Fifth,2022-08-17
169820,16607.4,60.16,1 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-11-29
223521,15840.95,53.38,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2024-10-22
169496,13238.46,43.69,Studio,1-10,1,1,1,1,1,Al Barsha South Fifth,2023-05-05
208550,11406.8,55.33,1 B/R,21-30,1,1,1,1,1,Al Barsha South Fifth,2022-11-10
212180,7805.05,115.31,2 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2023-10-30
135147,11302.08,74.4,1 B/R,1-10,1,1,1,1,1,Al Barsha South Fifth,2022-06-13
23773,16507.54,109.45,2 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2025-06-03
252431,13121.2,86.38,2 B/R,11-20,1,1,1,1,1,Al Barsha South Fifth,2024-11-25
237761,16809.33,51.9,1 B/R,31-40,1,1,1,1,1,Al Barsha South Fifth,2025-01-27
